Date,convexity,pnl
2012-08-09,-0.0110474789287,22190.0
2012-08-10,-0.0310458349457,22190.0
2012-08-13,-0.0241429718626,22270.0
2012-08-14,,22270.0
2012-08-15,,22270.0
2012-08-16,,22270.0
2012-08-17,,22270.0
2012-08-20,0.0616962212172,22270.0
2012-08-21,0.0752898973628,22350.0
2012-08-22,0.0615003907193,22210.0
2012-08-23,0.0703554354619,22370.0
2012-08-24,0.0665001568086,22210.0
2012-08-27,0.0668917673065,22330.0
2012-08-28,0.0598664422586,22220.0
2012-08-29,0.0484941463207,22310.0
2012-08-30,0.0274818003676,22510.0
2012-08-31,0.00539184333233,22380.0
2012-09-04,0.0301133886851,22380.0
2012-09-05,0.0160812562916,22470.0
2012-09-06,0.0147922968549,22350.0
2012-09-07,0.0112222666862,22390.0
2012-09-10,0.0149739300825,22460.0
2012-09-11,0.0256840807939,22340.0
2012-09-12,0.0245767478056,22330.0
2012-09-13,,22330.0
2012-09-14,,22330.0
2012-09-17,,22330.0
2012-09-18,,22330.0
2012-09-19,0.0711495813614,22330.0
2012-09-20,0.0600416595918,22580.0
2012-09-21,0.0650190767109,22570.0
2012-09-24,0.0584867274132,22630.0
2012-09-25,0.066886572126,22660.0
2012-09-26,0.0672436843682,22820.0
2012-09-27,0.0721987130554,22800.0
2012-09-28,0.0706660417797,22860.0
2012-10-01,0.0450938175015,22860.0
2012-10-02,0.0412874214732,22910.0
2012-10-03,0.0276752011619,23010.0
2012-10-04,0.038255591393,22850.0
2012-10-05,0.0233529189618,23030.0
2012-10-08,0.026191368135,23040.0
2012-10-09,0.0430286313145,23050.0
2012-10-10,0.0292231879615,23100.0
2012-10-11,0.0270941374188,23170.0
2012-10-12,0.0297391735786,23130.0
2012-10-15,,23130.0
2012-10-16,,23130.0
2012-10-17,,23130.0
2012-10-18,,23130.0
2012-10-19,0.101997759423,23130.0
2012-10-22,0.0943751076358,23280.0
2012-10-23,0.102197386262,23360.0
2012-10-24,0.0986730641032,23390.0
2012-10-25,0.0834196097127,23430.0
2012-10-26,0.051374040248,23490.0
2012-10-29,0.0343907173168,23540.0
2012-10-30,0.0258035490042,23580.0
